class_label,hex_id,imgs_per_cell,latitude_mean,longitude_mean
51,808f7e04,417,37.76013482494007,-122.44089615587541
52,89c259994,285,40.732380764912264,-73.99011108771933
53,487669,167,51.63700154491023,-0.5146622514970057
54,0d19331,469,38.742668863539436,-9.15631728997867
55,89e3bc,402,42.6606509303482,-71.48341274875644
56,4799b,427,48.75882592271676,9.694257793910987
57,47bd0d,387,50.098391677002574,8.694347801033599
58,47e66e214,370,48.86008250270269,2.340050502702698
59,87fd,585,43.22272062393161,-90.50329760854702
60,5486704,284,49.31841653521125,-123.06659628873243
61,4652539,926,55.66775372138235,12.53356110583154
62,882c4,480,43.17269195625001,-80.33970573124996
63,808f7e14,819,37.75629887179491,-122.42832467887668
64,47d89,986,51.83511870486819,0.17254170588235296
65,132f61b3,473,41.894590344608915,12.485949890063418
66,89e23,106,43.05012944339622,-71.73798924528302
67,00997fc,842,-22.946005532066533,-43.1917456342042
68,8887,608,33.51452190296058,-88.20345829276337
69,0c47c,626,28.4119344361022,-14.016783236421716
70,1347d,180,41.01335534999999,17.14342813333333
71,600139c,969,34.685218397316845,135.83926756656348
72,54950a0c,675,45.51493186074068,-122.67081562222216
73,8c134,350,16.228325628571437,-61.5804055857143
74,882b34d6c,406,43.64337873645323,-79.38711507635453
75,487604c45,243,51.50096741975306,-0.12548016872427986
76,89c694,658,40.10367686626139,-75.4425644012158
77,89d3124,521,42.885886852207314,-78.87547048368533
78,89e43,383,41.887907373368115,-71.7865251697126
79,80c291,181,34.25271538121546,-118.44927777900556
80,149f,867,37.38945829527104,23.04678088004612
81,4887c7a4,384,55.94526574479167,-3.2115937239583325
82,91ac,628,-8.900279778662425,-77.96763381210218
83,30e29ed,982,13.74588796639511,100.53677350203684
84,48791,318,53.54756436477984,-1.0725467672955966
85,151dd,307,32.96841198697073,35.09469024104237
86,89c259afc,131,40.747706679389296,-73.99332907633588
87,132eb,895,43.08815620446934,12.352994650279323
88,0d0dd1,666,36.54083265615614,-6.2942866126126065
89,486bc,528,50.728890776515115,-4.736706672348487
90,487ac4,217,53.09299912442403,-2.9753170276497696
91,486ac4,449,50.11923808463256,-5.56583766815145
92,6018454,54,35.354536388888896,139.53930099999997
93,883b2d24,354,42.328061980226,-83.04327601412432
94,4d2b,949,45.08400984615379,-79.71792808746048
95,89c2588b,196,40.776905040816345,-73.98034668367346
96,477dc,728,44.483343920329624,12.24439921565934
97,8740c,68,38.88706476470589,-107.89363566176466
98,89c8d,635,40.28475394803149,-76.90657571338576
99,47903,489,47.3460682126789,7.935541952965242
100,8834f22c,219,40.44350911415524,-79.95521874885844
101,808f7e25,118,37.76595236440678,-122.4157648135593
102,882b32c,187,43.729264513368996,-79.40449859358284
103,aa6e5,113,-42.686871433628305,146.67401981415924
104,0d2f5,557,42.34346359605025,-8.887292359066434
105,89e47,877,42.08080088597493,-71.34255007639686
106,880514,564,42.967067551418424,-87.91695885815606
107,47841c,536,45.896744063432855,9.340723350746266
108,89c3a4,311,40.793950620578784,-74.48740052090027
109,396db1,522,26.952870743295023,75.83629194252876
110,4709c9,298,51.05446657718117,13.812274419463074
111,3bcb94,759,17.427276926218774,78.42919196442676
112,3ae25c,868,6.907811898617499,79.86734212557599
113,0d394,469,41.499718562899744,-5.848262298507465
114,548673cc,946,49.27132957610987,-123.13669201162782
115,4791d,366,47.351322696721276,7.597000505464481
116,009bd57,455,-22.969861228571496,-43.200461248351516
117,48781,359,52.836381136490246,-0.28927885236768824
118,47bd74,699,49.89030074821169,8.65182633476396
119,48715c,537,51.41248377281189,-1.8278587988826824
120,14d3,800,39.82101603125002,32.78637601999995
121,89e37754,878,42.36427858997716,-71.10236319362188
122,47bed,471,50.89206006369437,7.194320815286634
123,8e3f9bb,236,4.6575467288135615,-74.08857809322025
124,886b44,73,39.67449839726031,-86.03146380821917
125,880fd31,612,41.92553529901961,-87.64693881862738
126,132a2cb,996,43.31887654417674,11.329926723895639
127,1844,853,-4.919397316529904,39.20255985932004
128,89acf5c,529,35.78791483364841,-78.67582571455571
129,80c2c7b4,759,34.0496324242424,-118.25679017523034
130,60188c2c,420,35.71735312857152,139.7709032380953
131,3553,733,34.281775762619375,134.1220454160983
132,5490143,375,47.681016343999985,-122.36126890666678
133,0c6bc,868,28.670797544930913,-17.860255589861744
134,47e66feb,385,48.87346340259743,2.297209594805196
135,864e98c,889,32.78371005624297,-96.77365347919009
136,8823c,535,43.29889947476624,-83.83284924299056
137,39fc,522,23.353738534482734,88.68190137931023
138,47ba3,835,51.96828307425162,8.483944603592802
139,12ba6c,448,42.292244479910664,3.2854083750000016
140,80e95,723,34.52784780912855,-119.9936754121715
141,3727,438,25.809375365296763,100.13347668264839
142,808e1c,173,36.9709816936416,-121.73109995375717
143,87d57f,875,35.14419787885709,-90.0472787874284
144,6d38afdc,321,-41.29599456074768,174.777902554517
145,89d4cbc,305,43.661143242622934,-79.31176775737704
146,89c6c629,257,39.951890575875446,-75.15908927626467
147,478c649,400,46.23393731249999,6.116021119999991
148,80daf9,640,33.694072035937566,-116.2655864453125
149,67,632,13.942313265822799,145.03903631170888
150,47e5f,747,48.47121934805883,2.6369353574297154
151,484494,832,51.90463200120192,-8.500722144230782
152,487684,780,51.42151762948719,-0.8723821974358968
153,1833,730,-2.5414116013698633,34.95768620547938
154,915f4,512,-16.425662970703154,-68.02681199414074
155,12a4a293,858,41.394215424242375,2.162123734265731
156,8f73,575,12.591293977391286,-85.97844249565225
157,0d16c,525,38.86044898666664,-6.911271683809509
158,0c4084,403,27.836285707195998,-15.695562538461548
159,467d,668,63.61074309431137,20.5649788278443
160,47e66fd5,76,48.86026922368422,2.319055736842105
161,80c2bf1,268,34.11332973880598,-118.33803593283572
162,47e67ac,969,48.84047324561399,2.255113360165116
163,47774,976,47.17403521106554,12.83490889959016
164,6b3c,684,-36.524044067251495,149.42352852923983
165,8809c,107,41.65161899999998,-89.57413713084111
166,80c284,351,34.37361901139606,-118.56399032763532
167,886467c,114,36.181672666666685,-86.75549813157896
168,47d77,778,52.89251239203092,0.964251329048842
169,87474,342,39.04648698245605,-108.53286633625727
170,4889f,678,55.591532656342146,-5.213700250737464
171,47a81,98,52.08896055102042,13.674863816326534
172,87b6f,651,36.17023223502297,-95.94133821198155
173,487644,760,51.76990280789474,-0.4821084684210524
174,80deaac,475,32.763080684210486,-117.19995305684195
175,487e6c,829,55.02647839324488,-1.443703717732207
176,12a4a259,442,41.37875149095022,2.172682665158371
177,6b0d54,600,-33.6673114783333,151.2813566000001
178,48794c,52,53.96721117307693,-1.3658102115384614
179,4cb4c,830,43.79647380963857,-72.15739143493967
180,132f61ad,219,41.89996155707765,12.486353776255704
181,88134,397,40.30475968010075,-86.70921696473557
182,132a53,748,43.762570370320866,11.265205962566855
183,47b814,987,52.23472849240114,6.886444882472125
184,487605424,147,51.49601136054423,-0.17209086394557815
185,4879c3c,603,52.947294432835946,-1.140403928689882
186,89c2588f,1000,40.78100315799997,-73.97347802800013
187,95bcb59,793,-34.58201826103402,-58.42647932156358
188,12a4a2dc,499,41.404894705410804,2.176457420841686
189,52b332d,607,44.96468479242176,-93.28758210873144
190,4cc91a44,896,45.50153080915185,-73.57250180468758
191,487bb19,778,53.46996963110541,-2.2312125694087395
192,53716ffc,487,51.04737846406573,-114.06417139425069
193,4786f,935,45.46031782352946,8.984310895187159
194,87d8b31,987,38.62517669098274,-90.19459602634262
195,346801,438,24.95544816894971,121.55838376255728
196,14cab9d,959,41.018230655891514,28.983643976016655
197,808e41c,364,36.986832815934044,-122.05778216758237
198,6019b,911,35.25377227881447,139.14902331503845
199,6b9151,988,-27.490626868420986,152.9886820445344
200,486ef,706,51.72705186968849,-4.114229502832871
201,7c0015,393,21.394134274809158,-157.73076389058525
202,48775c,297,52.6166251212121,-1.2769198383838383
203,0d0b,639,35.32448897183098,-5.5044564929577415
204,133b5,186,40.729465333333366,13.886791930107544
205,89c258feb,471,40.758631422505324,-73.97801626539308
206,aa6d,688,-43.07468633430231,147.53727786773268
207,8085875c,344,37.764721119186014,-122.4631690436046
208,46416e84,721,59.909981284327195,10.732359138696278
209,6d0d474,178,-36.86306011235952,174.719968219101
210,47decbc,832,51.28272543990379,1.0738422608173073
211,3bbb,277,13.47153890252707,75.65999237184114
212,40b1ff3,376,44.43342772074464,26.107427404255347
213,89e65,933,41.72257613504815,-72.62156088531616
214,89cea4,528,40.82022082954549,-77.84853877462125
215,4770c,947,46.784037488912375,13.700215968321022
216,132d7,544,43.65562155514711,13.38746056066176
217,31da196c,204,1.2765638039215683,103.84118749509807
218,47e66e4c,518,48.883097911196955,2.331399125482624
219,47b18f19,312,53.55486798397442,9.991222977564092
220,80dcd7d6c,618,33.812508043689334,-117.92018045792933
221,46a4,135,61.54442019259259,35.17749832592594
222,6b915ac,109,-27.529253587155964,153.0396139357798
223,8830ec,573,41.41468305235601,-81.76989971553225
224,132f61a64,919,41.90305550054373,12.495959479869404
225,3402f84,176,23.120215153409063,113.23038023863633
226,35b270d,107,31.22832304672899,121.52481923364482
227,487be5,278,53.83808559712231,-1.7980567122302162
228,12b59,413,44.1295131210654,4.918235314769978
229,89c2f43,660,40.82859410454549,-73.9272671803032
230,865cb,813,29.81091791635919,-97.9897419495696
231,60191,524,35.59993629961826,139.26901396183203
232,487931ac,703,53.956427059744016,-1.081518223328592
233,54867164,520,49.2730655173077,-123.10378562307677
234,47c5b73c,577,52.08366984228758,4.316477561525134
235,80c24,625,34.738670057599975,-118.29359764320007
236,463a3,780,58.90821240897443,5.760224529487182
237,47b254,857,54.327341499416484,10.130943089848314
238,4cb895dd,480,46.8127649541667,-71.20433605208328
239,4873f4,142,51.06859090140846,-1.5665038450704218
240,4cd24,371,45.15816148247976,-76.17217273584907
241,60197,809,35.38746342398033,138.81367063535254
242,926c,902,-3.0883471463414645,-59.993275271618366
243,1519,776,33.55029173195881,36.29960580412367
244,3fb,734,31.378933641689315,52.43736737057223
245,5486721,115,49.30036796521737,-123.15602104347828
246,4887c78f,623,55.95238821348308,-3.1890495682182984
247,87f1,269,43.22671086245352,-93.15951937546467
248,89e5a4,294,41.467458207483034,-71.32611529591846
249,6b12ae3b,657,-33.87422511111111,151.20054599391145
250,89e378c,137,42.32669858394162,-71.17504353284673
251,880fd3a4,275,41.938819061818116,-87.64351135272734
252,87d57d,189,35.063723031746,-90.02767579365081
253,34e57,631,26.203957763866917,127.70544478288433
254,96634,556,-34.01417741906481,-70.77045296582737
255,88f4c,933,33.50831552733124,-84.48581160557333
256,8ea4,251,18.31329448207172,-69.32403668525896
257,47fdc,486,46.58812003703703,0.3669164135802466
258,12b67,857,43.59752454142356,4.558839066511091
259,071c,170,-10.94130456470588,-37.07325955294117
260,47c6094,966,52.36433601863354,4.932908339544519
261,48884c,736,55.87795524320652,-4.425201006793476
262,872b094,954,33.44789162473796,-111.94234187735837
263,85f4,513,17.473355130604293,-91.67996397465899
264,47b8bc,719,51.44149387899867,6.733046687065371
265,895,237,21.816342455696194,-72.18725897468346
266,48d1,874,63.963907272311204,-17.930339235697947
267,4cd5c,516,45.437949476744194,-78.63325199418615
268,47c609e4,482,52.3614010539419,4.874773358921164
269,80dd27,310,33.714170283870985,-117.98201851935481
270,882b351,982,43.634402253564126,-79.4165395427697
271,89c2598d,640,40.725507706249935,-74.00352357968717
272,89b6f,473,38.50158243128963,-77.38949353276952
273,487754,179,52.60317301117321,-1.4923894860335192
274,8633,389,33.91553998971721,-93.18854064010281
275,4887c79a4,358,55.94876025139669,-3.197073142458099
276,46b54a5c,635,55.756109214173264,37.62127184724416
277,397477,421,27.185050477434697,78.00370911401421
278,47bf244,585,50.92092097264954,6.959480018803436
279,48670c3c,329,53.34216854407295,-6.286477285714277
280,880fc4,969,42.12786448400418,-87.78163800928776
281,89c2bc,230,41.14170802173913,-73.77247358695655
282,48761cb7,855,51.52234474385968,-0.07299404210526321
283,6b15,612,-35.28209944117646,150.49888323202623
284,89c13,389,39.80443205655521,-74.82744546015425
285,89c25983,591,40.72282068189507,-73.98659261082916
286,4879b,923,53.21613982231856,-1.0706012632719382
287,4876047,620,51.46272529516125,-0.10797137741935513
288,0d5093,973,42.815647312435715,-1.6443085364850998
289,89c25989,834,40.72056680935255,-73.99804051199061
290,477eb1c1,333,45.44288490390389,12.324704681681691
291,47e6d,478,49.11918163807528,1.571026451882846
292,80c2ba9,304,33.983920381578905,-118.45292469078947
293,89acc2c,939,35.913390911608104,-79.0467389041535
294,601845c,935,35.319941754010614,139.54632122459864
295,89bab,428,36.766060065420525,-76.23885269392535
296,88414,194,38.93802809793819,-84.0716475721649
297,4cc91a51,299,45.50598389632109,-73.55998274916394
298,14a04,463,37.867773136069026,23.025650563714905
299,47c49,913,51.48382853340631,3.629376452354873
300,535d,956,46.916240236401705,-113.87017763284533
301,009bf,84,-22.992396095238092,-43.57097928571428
302,6d318a3,897,-43.52946948829427,172.63590008249705
303,54906ab34,246,47.61039043089433,-122.33845144715431
304,80dbf4,859,33.086579952270114,-117.04121026309653
305,6b12ae664,296,-33.85816019256757,151.2143765405405
306,48d674d4,245,64.15035986122452,-21.931669200000005
307,808f1,698,37.30739129656163,-122.40783758739238
308,880e2caf,864,41.88794884143514,-87.62578914930536
309,3574,820,35.53516303048788,126.83037555975598
310,89ddb,345,42.16421450144925,-74.03755892173915
311,8c2a5d,201,10.557131696517418,-66.94626051243789
312,80914,343,37.39496893586006,-120.5634764635568
313,88607,211,34.99232700000003,-85.18493908530806
314,476da4,648,48.174890780864175,16.257646844135788
315,46416c4,371,59.90534845283014,10.690154617250668
316,905,116,-6.489472025862067,-79.97621008620692
317,808fb5,950,37.326005247368386,-122.03074304631562
318,88074,679,43.45741804270984,-89.74033647128127
319,47b18f1d,359,53.55081686072423,9.995084955431766
320,9662cf7,952,-33.425318426470604,-70.61080109978992
321,3afc,999,8.297839933933943,80.61088198398394
322,35f04c,740,39.8813009351351,116.36807769459466
323,3554c,500,34.72884054199997,134.7377068220003
324,0d415,384,40.98144863281255,-3.9206902838541655
325,487134,244,51.77530955327871,-1.6305303975409828
326,6ad6c,648,-37.7121956018519,144.55023477160478
327,600108d,892,34.999129229820625,135.78021725560555
328,880e2cb1,540,41.888000120370414,-87.63056239629631
329,549a7,491,47.42639448879838,-121.36641527902238
330,8085807dc,367,37.78399135694821,-122.4007090844688
331,89dd3c,368,41.68920708152175,-73.92878437499999
332,9662cf1,139,-33.42164593525179,-70.58652066906473
333,3449,132,29.065919696969683,119.19900037878784
334,6ad634,181,-37.701008762430966,145.2017183038674
335,8f1,810,11.707045260493839,-83.16980250123437
336,600107f,216,35.03193554629629,135.74126918055563
337,465f764,331,59.31696853474315,17.987632238670674
338,89e37a0b,172,42.35221616860463,-71.07605126744185
339,2e79,241,-7.843490817427383,112.19436308298762
340,12994c,279,38.93129304301073,1.26731399641577
341,6b97,813,-27.6779650479704,152.3399630541205
342,479707,982,49.00645244195516,8.399605364562118
343,3468b,585,23.863481017093992,121.52597600512811
344,477eb1f,212,45.44854408962264,12.339311320754712
345,88c314,695,27.465693789928082,-82.63424698417268
346,479e7594,297,48.14834140740741,11.58672073063972
347,471644,246,50.02133370325204,20.049233077235773
348,132a2cd,417,43.32703140047965,11.329176954436425
349,5486719c,218,49.28936832568807,-123.11023167889921
350,48d674b,438,64.13495942009145,-21.899740445205527
351,8864674,108,36.18623927777781,-86.79351685185189
352,18c,619,-13.954961156704362,37.5666555282714
353,80ea4,892,35.35344766143491,-119.02435597421538
354,8620a611c,593,29.958101741989896,-90.06395421416558
355,487477,631,50.89835264500793,-1.4144891283676706
356,88cd79b4,267,23.141783823970023,-82.35905470786517
357,60017,188,35.07541432446806,136.03734038829782
358,1eec,701,-25.94770094864481,30.89081699857353
359,8830d,759,41.14562186956523,-81.60329800790515
360,89c258f64,607,40.76823234761114,-73.98201400164761
361,871344,550,38.83240078545458,-104.79146038727269
362,15035,214,31.578882088785104,35.69303585981301
363,194c,360,-18.170264897222246,25.915677405555563
364,9689dc,997,-33.013445423269786,-71.53966489468407
365,47a851c1,567,52.520833922398396,13.378984906525522
366,488c5,264,57.41512799999998,-6.627476965909093
367,5f0ac,731,43.04331045964435,140.9954338454173
368,46416e5,580,59.91792324655166,10.7723334275862
369,94f69,917,-25.534997661941105,-54.58106126499456
370,47e3c,150,48.44955018000007,1.0436566599999983
371,6ad643c,177,-37.79766310734465,145.02033952542382
372,89b7b70c,898,38.88299849999998,-77.0394002048997
373,47e0b,281,49.90400246619217,1.1212728932384324
374,89c25944,729,40.72551562962962,-73.95445931138552
375,47b9d,77,52.22020936363635,7.687405792207789
376,471e4,143,53.24544261538464,22.017889237762247
377,8f4e5c,439,20.556999102505696,-86.97887474031906
378,12b5d,372,43.905965935483856,4.55023237634409
379,19cc,148,-2.9556399391891923,34.29431572297299
380,47c5ef,611,52.39577073813425,4.629724612111295
381,0d2eb,109,43.21962831192661,-9.002610174311931
382,47c3e4,789,51.02628674271229,4.498597832699627
383,3442abbc,804,25.040377092039815,121.56457648880584
384,86e7,919,31.76237842437428,-106.38100773993467
385,463e4,800,60.76112631375002,7.16784716749999
386,88e78099,821,28.41946981729591,-81.58068351887896
387,0d42288c,768,40.42751453515621,-3.6989451927083277
388,3ae3c,349,6.793145779369628,80.62193266475643
389,8657,349,32.07970454441264,-99.99126709455582
390,935a34,618,-15.796776917475716,-47.95787229288043
391,47084,651,51.57662339324111,14.181444652841781
392,48670e9d,666,53.34339342492492,-6.264210247747745
393,53775,917,51.372225340239915,-116.14634854961827
394,47a84e24,989,52.51767718301303,13.410807537917087
395,48714c,186,51.589825392473074,-1.6058291021505375
396,549043,724,47.50415683011041,-122.29596515331475
397,842ac,312,22.06528898076925,-100.98652391025651
398,88646c,764,36.154745056282664,-86.68607991099476
399,48761b35,633,51.517782224328606,-0.12036866508688815
400,89e11,424,42.895089629716985,-72.55837513679242
401,89c25a7,688,40.69254785029069,-74.01914440988367
402,34017ab,78,22.162133910256404,113.55643873076926
403,54861,902,49.19673723059871,-123.23214653104209
404,00ac,211,-18.48136513744079,-43.481194895734596
405,475a7c,614,44.819917115635164,20.485991229641666
406,4786c6aec,959,45.464229312825864,9.190721469238792
407,465fd,999,59.86049872172171,17.6533677777778
408,80c75,434,36.593923582949294,-117.06146236405522
409,808e404,660,36.977665007575766,-122.02428776666683
410,883f4,431,40.01420788399067,-84.03581271461725
411,88cd784,80,23.15837926249998,-82.37148332499993
412,6ad44,814,-38.19738700368545,144.46014924692886
413,487b64,627,54.02933390590102,-2.805357647527916
414,487604c4c,817,51.50031184210532,-0.12758171725826203
415,54901545c,644,47.620260633540425,-122.35047351397523
416,aa6e1,172,-42.77776790116277,147.29379170930233
417,12a4a2ff,903,41.383503809523965,2.1820528349944515
418,3402ff,602,23.128753764119587,113.32486180730912
419,882b34d3,777,43.64727568854581,-79.38353573616473
420,8085873,903,37.789620372092834,-122.45532984828381
421,4877ac,725,52.04998281241379,-0.7190413337931043
422,40e4,470,47.29507848723413,39.26758055531915
423,808f874,970,37.80731650309275,-122.25418396082468
424,312d,178,21.29686750561799,102.7101212528089
425,8085807f,369,37.78076634688352,-122.39815125745264
426,465f9d1,268,59.36306766044777,18.058746854477622
427,549d,396,48.22749678030303,-118.99719208838374
428,2e6b,424,-6.0930653183962304,106.77424325235842
429,47c42c,735,51.836807893877456,4.659603291156465
430,8e81,517,10.354445512572534,-68.00580332495153
431,2a32a54,509,-31.949129620825147,115.83494482121803
432,47c09c,962,50.77353334095624,6.08436764553015
433,47d75,989,52.83920385844283,1.3380611506572297
434,80dcdb,119,33.77060572268908,-117.79636415126053
435,808f9ef,971,37.54634829042225,-122.3010039248193
436,0d5914b,335,41.66799969253733,-0.8984873402985069
437,4641c,970,60.538922978350406,11.023069061855667
438,181,333,-2.7264018948948956,40.51188361261261
439,47c9ccc,74,53.23771979729729,6.511520148648651
440,48886c,276,55.83089631521733,-4.02870816666667
441,12ce4,163,43.558424889570546,7.124810865030673
442,54bec,239,44.45004720502092,-121.17702273221761
443,8649,748,32.34923026069506,-95.77653521390415
444,47e66f4,217,48.90913342396309,2.3039888156681974
445,87220d,738,35.08576713414632,-106.65598337669377
446,31da18c,142,1.2831377676056333,103.87177603521131
447,47a851db,503,52.51455218687874,13.391973896620277
448,89b7b44,665,38.8778747278196,-77.11525153684201
449,132f61a9,561,41.9047471354723,12.493024925133694
450,47c41,817,51.439164495716106,4.482096055079549
451,4783c,715,46.09093729650349,10.000670020979008
452,478dc,990,46.90798769191915,6.659672418181823
453,89c25a39,241,40.70035823651452,-73.99679604564324
454,346c4,913,23.57132299890472,119.61521401423889
455,80bf4,266,36.899978796992514,-117.43481903383474
456,88344,671,40.54213522950818,-80.28212648733253
457,87d8b2c,588,38.62702078911559,-90.18269442687087
458,89c253,607,40.71481171499179,-74.17052633278415
459,33af,516,10.701333300387608,122.61912658720932
460,864db,114,33.29638785087719,-97.1960572982456
461,89c258f5,406,40.77217012068962,-73.98058523645322
462,89e3784,567,42.352189714285686,-71.16481883068782
463,80997,707,39.22657266053746,-120.03424800565767
464,346e9,597,23.405533845896155,120.37288838358467
465,0d246c,500,41.17181481799998,-8.682479886000005
466,48774a4,63,52.37558071428574,-1.4967750793650787
467,89b7b7b9,219,38.90437153881278,-77.04180670319626
468,47885,356,45.156638500000014,7.4384363848314585
469,85d1ffc,614,19.359597832247587,-99.16981696579799
470,357cbc,598,37.61040098662198,127.03651179765886
471,8f744,662,11.813492332326305,-85.94262009969806
472,486b1,980,50.39195511836737,-5.0915509826530645
473,89e74,925,42.26467999675673,-73.18138605405393
474,4ca5,427,45.949215187353595,-66.84697375878218
475,3bae14c,56,12.912224000000004,77.63131460714283
476,1e7c,493,-33.84740049695743,24.299480227180553
477,3434,683,29.952674341141975,117.82278321229857
478,47e67214,478,48.84051884100417,2.381790815899579
479,4724,778,51.51044520694088,22.87762398971724
480,47c5b724,649,52.07748440369808,4.312538619414477
481,809fb9c,757,40.76920333553501,-119.2180389630122
482,8830fa4,377,41.508069244031745,-81.6768308594164
483,48761b51,403,51.52202962779154,-0.10251608684863524
484,465ac,367,58.02037073296999,13.149759111716627
485,3174c,99,10.979028282828281,106.73275305050504
486,0d623c,290,38.39138831724135,-0.4130357551724137
487,808444,559,38.524643880143095,-122.64164188014338
488,5490145,928,47.666442447198285,-122.3450089181034
489,6b12a7,303,-33.73998721452146,151.10384069636964
490,9521,236,-28.425718084745732,-49.23660233898302
491,480cc,402,49.62675212686564,-1.70323297761194
492,4889b4,176,55.85436842045454,-4.6447657102272695
493,12b6af4,417,43.61538246282976,3.8764266594724153
494,346e03,930,22.60498919247313,120.29047985913941
495,487604d5,961,51.51232919250775,-0.13805837877211224
496,8644b50d,176,30.271143602272705,-97.7505045340909
497,32f,643,7.201988869362349,125.26934503732507
498,47df54,510,51.28422365882348,0.09527172745098013
499,48761ab,980,51.52196322040816,-0.17534659285714269
500,8dc,815,6.752746380368094,-61.3229890343558
501,89c25897c,87,40.78045198850575,-73.96155560919543
502,80c2a4b,106,34.030623632075454,-118.49683310377355
503,4658c,61,58.43868973770491,16.835947704918034
504,487194,564,51.54059094326235,-2.605501129432623
505,4798c,543,49.28984846408844,10.294177771639031
506,12a0c,706,40.88373060764872,0.42176740084985814
507,48670e4,568,53.36870174999987,-6.258989038732391
508,885a4,464,35.983800241379335,-82.47563020474136
509,89c2c4,297,41.168561434343395,-73.92174872053862
510,88e77f4,197,28.47603651776651,-81.47731318274106
511,12a83,248,42.97547024193549,0.1541899475806451
512,12a4983,212,41.413590495282996,2.115914594339624
513,bdbd,493,-49.420396892495,-72.8836782373226
514,89c99,111,39.778075567567576,-77.71266342342345
515,54901549,198,47.618853010101006,-122.34256886363632
516,4741dc5c,209,47.49095786124401,19.067312708133993
517,4876c5,579,51.77602878756474,-1.2727198566493951
518,310b,641,10.628180015600606,105.9914810421218
519,4816f,322,48.14576213354038,-4.6586800838509355
520,31cb,868,4.509478300691243,101.16654744585232
521,487634,364,51.91948105494509,-0.2532054670329672
522,89c258d,623,40.759917852327426,-73.94990755537724
523,3442a99c,603,25.033895290215604,121.51939055887247
524,47b6c,908,53.41826277753299,8.320084305066079
525,486b6c,936,50.339563659188016,-4.771504638888887
526,9454,301,-28.043250232558144,-56.19281877076412
527,89e379d,464,42.353167314655224,-71.13257698922405
528,46b4c,123,56.317194934959325,38.01580799186992
529,85d1f92c,657,19.435251339421594,-99.14042573820385
530,884d4,714,37.24791722128855,-79.87728740196066
531,0d368d,960,43.36406181041666,-5.849876303124992
532,88e8a3,804,29.643557042288563,-82.34440325746259
533,884dc,982,37.21093674134418,-80.42841796028515
534,48670e85,770,53.34825697402593,-6.258762788311686
535,134a4,246,42.991313207317056,16.971075520325197
536,8f5d,817,17.50984547246022,-88.18896303182363
537,12d64,973,42.91163465570398,10.404710676258974
538,808de41,794,36.6140799609572,-121.898870513854
539,479c4,528,47.810035352272706,10.795889744318176
540,191,291,-12.425355907216488,32.276240979381456
541,485a4,755,53.37185294437079,-9.83984248874173
542,2a32bac,743,-31.94600261372817,115.86278230551775
543,0d425,449,40.4793321291759,-3.355694926503338
544,442c,892,66.34226258968614,27.01178543049331
